received,answered,sent,node degree,latency,hops
100,50,150,2,2.0,0
650,400,400,7,235.0,3
275.0,93.75,275.0,4.5,33.09081081081081,1.467891891891892
142.7747014866968,117.22622223498963,83.97191227596315,1.6794382455192631,79.46511621110666,0.8084431131875938
