received,answered,sent,node degree,latency,hops
100,50,150,2,2.0,0
800,500,350,6,330.0,4
220.0,95.0,220.0,3.4,34.16,1.6704
161.6244071283537,136.37059351454846,72.13932098830055,1.442786419766011,78.7932489190225,0.8733363517435045
