received,answered,sent,node degree,latency,hops
100,50,150,2,2.0,0
800,450,400,7,77.0,3
272.22222222222223,94.44444444444444,272.22222222222223,4.444444444444445,35.20634482758621,1.5121379310344827
189.96278210707115,127.12834523274557,98.60132971832692,1.9720265943665383,88.9295759945413,0.8324558470061009
